PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked_Q,Embarked_S
262,1,3,"Asplund, Master. Edvin Rojj Felix",0,-1.8392482068747544,3.1548090514635256,2.0089333664952354,347077,-0.016444159470040135,False,True
264,0,1,"Harrison, Mr. William",0,0.7096069483390568,-0.47454519624983954,-0.4736736092984604,112059,-0.6484216535389205,False,True
266,0,2,"Reeves, Mr. David",0,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,C.A. 17248,-0.43700743807979686,False,True
267,0,3,"Panula, Mr. Ernesti Arvid",0,-0.9437045036915235,3.1548090514635256,0.7676298785983874,3101295,0.1506737441786005,False,True
268,1,3,"Persson, Mr. Ernst Ulrik",0,-0.3237127091800559,0.4327933656785018,-0.4736736092984604,347083,-0.4918744606632361,False,True
272,1,3,"Tornquist, Mr. William Henry",0,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,LINE,-0.6484216535389205,False,True
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",1,0.7784949255069976,-0.47454519624983954,0.7676298785983874,250644,-0.255795253400548,False,True
274,0,1,"Natsch, Mr. Charles H",0,0.5029430168352342,-0.47454519624983954,0.7676298785983874,PC 17596,-0.05042144409739929,False,False
277,0,3,"Lindblom, Miss. Augusta Charlotta",1,1.054046834178761,-0.47454519624983954,-0.4736736092984604,347073,-0.49237782784290063,False,True
279,0,3,"Rice, Master. Eric",0,-1.5636962982029912,3.1548090514635256,0.7676298785983874,382652,-0.06199888922968463,True,False
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",1,0.36516706249935255,0.4327933656785018,0.7676298785983874,C.A. 2673,-0.24069423801061057,False,True
282,0,3,"Olsson, Mr. Nils Johan Goransson",0,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,347464,-0.4902797934380587,False,True
283,0,3,"de Pelsmaeker, Mr. Alfons",0,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,345778,-0.45714212526638004,False,True
284,1,3,"Dorking, Mr. Edward Arthur",0,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,A/5. 10482,-0.4863374216869257,False,True
286,0,3,"Stankovic, Mr. Ivan",0,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,349239,-0.47400492578514347,False,False
287,1,3,"de Mulder, Mr. Theodore",0,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,345774,-0.45714212526638004,False,True
288,0,3,"Naidenoff, Mr. Penko",0,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,349206,-0.4894421904510968,False,True
289,1,2,"Hosono, Mr. Masabumi",0,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,237798,-0.3866707201133388,False,True
290,1,3,"Connolly, Miss. Kate",1,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,370373,-0.49237782784290063,True,False
293,0,2,"Levy, Mr. Rene Jacques",0,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,SC/Paris 2163,-0.3891875560116617,False,False
294,0,3,"Haas, Miss. Aloisia",1,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,349236,-0.4702296719376591,False,True
295,0,3,"Mineff, Mr. Ivan",0,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,349233,-0.4894421904510968,False,True
297,0,3,"Hanna, Mr. Mansour",0,-0.4270446749319672,-0.47454519624983954,-0.4736736092984604,2693,-0.5028639729296732,False,False
303,0,3,"Johnson, Mr. William Cahoone Jr",0,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,LINE,-0.6484216535389205,False,True
309,0,2,"Abelson, Mr. Samuel",0,0.020727176659648322,0.4327933656785018,-0.4736736092984604,P/PP 3381,-0.16518916106092355,False,False
310,1,1,"Francatelli, Miss. Laura Mabel",1,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,PC 17485,0.49782998024351216,False,False
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",1,-0.25482473201211503,0.4327933656785018,0.7676298785983874,250651,-0.12491978668775715,False,True
314,0,3,"Hendekovic, Mr. Ignjac",0,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,349243,-0.4894421904510968,False,True
315,0,2,"Hart, Mr. Benjamin",0,0.9162708798428792,0.4327933656785018,0.7676298785983874,F.C.C. 13529,-0.11988611489111134,False,True
316,1,3,"Nilsson, Miss. Helmina Josefina",1,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,347470,-0.4902797934380587,False,True
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",1,-0.3926006863479967,0.4327933656785018,-0.4736736092984604,244367,-0.12491978668775715,False,True
318,0,2,"Moraweck, Dr. Ernest",0,1.6740386286902287,-0.47454519624983954,-0.4736736092984604,29011,-0.36653603292675563,False,True
321,0,3,"Dennis, Mr. Samuel",0,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,A/5 21172,-0.5024451714361923,False,True
322,0,3,"Danoff, Mr. Yoto",0,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,349219,-0.4894421904510968,False,True
323,1,2,"Slayter, Miss. Hilda Mary",1,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,234818,-0.3997582667846179,True,False
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,-0.5303766406838785,0.4327933656785018,0.7676298785983874,248738,-0.06451572512800753,False,True
327,0,3,"Nysveen, Mr. Johan Hansen",0,2.1562544688658143,-0.47454519624983954,-0.4736736092984604,345364,-0.5228315422126077,False,True
328,1,2,"Ball, Mrs. (Ada E Hall)",1,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,28551,-0.3866707201133388,False,True
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,0.08961515382758917,0.4327933656785018,0.7676298785983874,363291,-0.2351571990343002,False,True
330,1,1,"Hippach, Miss. Jean Gertrude",1,-0.9437045036915235,-0.47454519624983954,0.7676298785983874,111361,0.5189714017894245,False,False
332,0,1,"Partner, Mr. Austen",0,1.0884908227627315,-0.47454519624983954,-0.4736736092984604,113043,-0.07458306872129913,False,True
334,0,3,"Vander Planke, Mr. Leo Edmondus",0,-0.9437045036915235,1.340131927606843,-0.4736736092984604,345764,-0.2859972841804228,False,True
337,0,1,"Pears, Mr. Thomas Clinton",0,-0.04816080050829252,0.4327933656785018,-0.4736736092984604,113776,0.6925485130875209,False,True
339,1,3,"Dahl, Mr. Karl Edwart",0,1.054046834178761,-0.47454519624983954,-0.4736736092984604,7598,-0.4863374216869257,False,True
340,0,1,"Blackwell, Mr. Stephen Weart",0,1.054046834178761,-0.47454519624983954,-0.4736736092984604,113784,0.06635974158478332,False,True
341,1,2,"Navratil, Master. Edmond Roger",0,-1.9081361840426954,0.4327933656785018,0.7676298785983874,230080,-0.12491978668775715,False,True
343,0,2,"Collander, Mr. Erik Gustaf",0,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,248740,-0.3866707201133388,False,True
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",0,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,244361,-0.3866707201133388,False,True
345,0,2,"Fox, Mr. Stanley Hubert",0,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,229236,-0.3866707201133388,False,True
346,1,2,"Brown, Miss. Amelia ""Mildred""",1,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,248733,-0.3866707201133388,False,True
347,1,2,"Smith, Miss. Marion Elsie",1,0.7096069483390568,-0.47454519624983954,-0.4736736092984604,31418,-0.3866707201133388,False,True
349,1,3,"Coutts, Master. William Loch ""William""",0,-1.8392482068747544,0.4327933656785018,0.7676298785983874,C.A. 37671,-0.32828012727224753,False,True
350,0,3,"Dimic, Mr. Jovan",0,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,315088,-0.47400492578514347,False,True
351,0,3,"Odahl, Mr. Nils Martin",0,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,7267,-0.4626791642426904,False,True
353,0,3,"Elias, Mr. Tannous",0,-1.0125924808594644,0.4327933656785018,0.7676298785983874,2695,-0.5028639729296732,False,False
354,0,3,"Arnold-Franchi, Mr. Josef",0,-0.3237127091800559,0.4327933656785018,-0.4736736092984604,349237,-0.29002422161773944,False,True
356,0,3,"Vanden Steen, Mr. Leo Peter",0,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,345783,-0.45714212526638004,False,True
357,1,1,"Bowerman, Miss. Elsie Edith",1,-0.5303766406838785,-0.47454519624983954,0.7676298785983874,113505,0.4589861417231558,False,True
358,0,2,"Funk, Miss. Annie Clemmer",1,0.571830994003175,-0.47454519624983954,-0.4736736092984604,237671,-0.3866707201133388,False,True
361,0,3,"Skoog, Mr. Wilhelm",0,0.7096069483390568,0.4327933656785018,4.491540342288931,347088,-0.08666388103324908,False,True
362,0,2,"del Carlo, Mr. Sebastiano",0,-0.04816080050829252,0.4327933656785018,-0.4736736092984604,SC/PARIS 2167,-0.09027201697708476,False,False
363,0,3,"Barbara, Mrs. (Catherine David)",1,1.054046834178761,-0.47454519624983954,0.7676298785983874,2691,-0.3573908580066095,False,False
364,0,3,"Asim, Mr. Adola",0,0.36516706249935255,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 3101310,-0.5064721088735089,False,True
366,0,3,"Adahl, Mr. Mauritz Nils Martin",0,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,C 7076,-0.5024451714361923,False,True
370,1,1,"Aubart, Mme. Leontine Pauline",1,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,PC 17477,0.7469121684912956,False,False
371,1,1,"Harder, Mr. George Achilles",0,-0.3237127091800559,0.4327933656785018,-0.4736736092984604,11765,0.4678796330534696,False,False
372,0,3,"Wiklund, Mr. Jakob Alfred",0,-0.8059285493556418,0.4327933656785018,-0.4736736092984604,3101267,-0.5176307525123133,False,True
373,0,3,"Beavan, Mr. William Thomas",0,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,323951,-0.4863374216869257,False,True
375,0,3,"Palsson, Miss. Stina Viola",1,-1.8392482068747544,2.2474704895351842,0.7676298785983874,349909,-0.22408312108167944,False,True
377,1,3,"Landergren, Miss. Aurora Adelia",1,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,C 7077,-0.5024451714361923,False,True
379,0,3,"Betros, Mr. Tannous",0,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,2648,-0.5676312212027554,False,False
380,0,3,"Gustafsson, Mr. Karl Gideon",0,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,347069,-0.4918744606632361,False,True
382,1,3,"Nakid, Miss. Maria (""Mary"")",1,-1.977024161210636,-0.47454519624983954,2.0089333664952354,2653,-0.33146744825388363,False,False
383,0,3,"Tikkanen, Mr. Juho",0,0.15850313099553,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101293,-0.4888542575852486,False,True
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,0.36516706249935255,0.4327933656785018,-0.4736736092984604,113789,0.39858208016340624,False,True
387,0,3,"Goodwin, Master. Sidney Leonard",0,-1.977024161210636,4.0621476133918675,2.0089333664952354,CA 2144,0.2958951755118318,False,True
388,1,2,"Buss, Miss. Kate",1,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,27849,-0.3866707201133388,False,True
390,1,2,"Lehmann, Miss. Bertha",1,-0.8748165265235827,-0.47454519624983954,-0.4736736092984604,SC 1748,-0.40680540729992204,False,False
392,1,3,"Jansson, Mr. Carl Olof",0,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,350034,-0.49145565916975514,False,True
393,0,3,"Gustafsson, Mr. Johan Birger",0,-0.11704877767623337,1.340131927606843,-0.4736736092984604,3101277,-0.4888542575852486,False,True
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,-0.3926006863479967,-0.47454519624983954,2.0089333664952354,PP 9549,-0.312172377522981,False,True
396,0,3,"Johansson, Mr. Erik",0,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,350052,-0.49145565916975514,False,True
397,0,3,"Olsson, Miss. Elina",1,0.08961515382758917,-0.47454519624983954,-0.4736736092984604,350407,-0.4902797934380587,False,True
398,0,2,"McKane, Mr. Peter David",0,1.122934811346702,-0.47454519624983954,-0.4736736092984604,28403,-0.12491978668775715,False,True
399,0,2,"Pain, Dr. Alfred",0,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,244278,-0.43700743807979686,False,True
400,1,2,"Trout, Mrs. William H (Jessie L)",1,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,240929,-0.393717860628643,False,True
401,1,3,"Niskanen, Mr. Juha",0,0.6407189711711159,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101289,-0.4888542575852486,False,True
402,0,3,"Adams, Mr. John",0,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,341826,-0.4863374216869257,False,True
403,0,3,"Jussila, Miss. Mari Aina",1,-0.5992646178518193,0.4327933656785018,-0.4736736092984604,4137,-0.4505983519307405,False,True
404,0,3,"Hakkarainen, Mr. Pekka Pietari",0,-0.11704877767623337,0.4327933656785018,-0.4736736092984604,STON/O2. 3101279,-0.32928686163157667,False,True
405,0,3,"Oreskovic, Miss. Marija",1,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,315096,-0.47400492578514347,False,True
406,0,2,"Gale, Mr. Shadrach",0,0.2962790853314117,0.4327933656785018,-0.4736736092984604,28664,-0.22559322262067316,False,True
407,0,3,"Widegren, Mr. Carl/Charles Peter",0,1.4673746971864061,-0.47454519624983954,-0.4736736092984604,347064,-0.49237782784290063,False,True
408,1,2,"Richards, Master. William Rowe",0,-1.8392482068747544,0.4327933656785018,0.7676298785983874,29106,-0.2708962687904854,False,True
409,0,3,"Birkeland, Mr. Hans Martin Monsen",0,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,312992,-0.4918744606632361,False,True
415,1,3,"Sundman, Mr. Johan Julian",0,0.9851588570108202,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101269,-0.4888542575852486,False,True
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,0.2962790853314117,0.4327933656785018,0.7676298785983874,28220,0.005955680025033696,False,True
418,1,2,"Silven, Miss. Lyyli Karoliina",1,-0.8059285493556418,-0.47454519624983954,2.0089333664952354,250652,-0.3866707201133388,False,True
419,0,2,"Matthews, Mr. William John",0,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,28228,-0.3866707201133388,False,True
420,0,3,"Van Impe, Miss. Catharina",1,-1.3570323666991686,-0.47454519624983954,2.0089333664952354,345773,-0.1621689579829361,False,True
422,0,3,"Charters, Mr. David",0,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,A/5. 13032,-0.49271407711891657,True,False
423,0,3,"Zimmerman, Mr. Leo",0,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,315082,-0.4898609919445778,False,True
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,-0.11704877767623337,0.4327933656785018,0.7676298785983874,347080,-0.35848215805212236,False,True
425,0,3,"Rosblom, Mr. Viktor Richard",0,-0.8059285493556418,0.4327933656785018,0.7676298785983874,370129,-0.2414492887801075,False,True
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",1,-0.11704877767623337,0.4327933656785018,-0.4736736092984604,2003,-0.12491978668775715,False,True
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",1,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,250655,-0.12491978668775715,False,True
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",0,0.15850313099553,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 392078,-0.4863374216869257,False,True
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,110564,-0.11384570873513637,False,True
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,0.8473829026749384,0.4327933656785018,-0.4736736092984604,SC/AH 3085,-0.12491978668775715,False,True
434,0,3,"Kallio, Mr. Nikolai Erland",0,-0.8748165265235827,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101274,-0.5049620073345151,False,True
435,0,1,"Silvey, Mr. William Baird",0,1.3984867200184652,0.4327933656785018,-0.4736736092984604,13507,0.4771073601910807,False,True
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",1,-0.5992646178518193,1.340131927606843,2.0089333664952354,W./C. 6608,0.04370821849987721,False,True
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",1,-0.3926006863479967,1.340131927606843,3.250236854392083,29106,-0.2708962687904854,False,True
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",0,0.08961515382758917,-0.47454519624983954,-0.4736736092984604,C.A. 18723,-0.43700743807979686,False,True
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,1.054046834178761,0.4327933656785018,0.7676298785983874,F.C.C. 13529,-0.11988611489111134,False,True
442,0,3,"Hampe, Mr. Leon",0,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,345769,-0.45714212526638004,False,True
443,0,3,"Petterson, Mr. Johan Emil",0,-0.3237127091800559,0.4327933656785018,-0.4736736092984604,347076,-0.4918744606632361,False,True
444,1,2,"Reynaldo, Ms. Encarnacion",1,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,230434,-0.3866707201133388,False,True
447,1,2,"Mellinger, Miss. Madeleine Violet",1,-1.150368435195346,-0.47454519624983954,0.7676298785983874,250644,-0.255795253400548,False,True
448,1,1,"Seward, Mr. Frederic Kimber",0,0.2962790853314117,-0.47454519624983954,-0.4736736092984604,113794,-0.11384570873513637,False,True
449,1,3,"Baclini, Miss. Marie Catherine",1,-1.7014722525388728,1.340131927606843,0.7676298785983874,2666,-0.26066180729354516,False,False
450,1,1,"Peuchen, Major. Arthur Godfrey",0,1.5362626743543468,-0.47454519624983954,-0.4736736092984604,113786,-0.034313694348132716,False,True
451,0,2,"West, Mr. Edwy Arthur",0,0.43405503966729336,0.4327933656785018,2.0089333664952354,C.A. 34651,-0.08968408411123653,False,True
453,0,1,"Foreman, Mr. Benjamin Laventall",0,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,113051,-0.08968408411123653,False,False
456,1,3,"Jalsevac, Mr. Ivan",0,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,349240,-0.4894421904510968,False,False
459,1,2,"Toomey, Miss. Ellen",1,1.3984867200184652,-0.47454519624983954,-0.4736736092984604,F.C.C. 13531,-0.43700743807979686,False,True
461,1,1,"Anderson, Mr. Harry",0,1.2607107656825836,-0.47454519624983954,-0.4736736092984604,19952,-0.11384570873513637,False,True
462,0,3,"Morley, Mr. William",0,0.2962790853314117,-0.47454519624983954,-0.4736736092984604,364506,-0.4863374216869257,False,True
463,0,1,"Gee, Mr. Arthur H",0,1.1918227885146426,-0.47454519624983954,-0.4736736092984604,111320,0.12676380314453292,False,True
464,0,2,"Milling, Mr. Jacob Christian",0,1.2607107656825836,-0.47454519624983954,-0.4736736092984604,234360,-0.3866707201133388,False,True
466,0,3,"Goncalves, Mr. Manuel Estanslas",0,0.571830994003175,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 3101306,-0.5064721088735089,False,True
468,0,1,"Smart, Mr. John Montgomery",0,1.8118145830261103,-0.47454519624983954,-0.4736736092984604,113792,-0.11384570873513637,False,True
470,1,3,"Baclini, Miss. Helene Barbara",1,-1.9942461555026214,1.340131927606843,0.7676298785983874,2666,-0.26066180729354516,False,False
472,0,3,"Cacic, Mr. Luka",0,0.571830994003175,-0.47454519624983954,-0.4736736092984604,315089,-0.47400492578514347,False,True
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,0.22739110816347086,0.4327933656785018,2.0089333664952354,C.A. 34651,-0.08968408411123653,False,True
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,SC/AH Basle 541,-0.3707300882677209,False,False
475,0,3,"Strandberg, Miss. Ida Sofia",1,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,7553,-0.45034666834090825,False,True
477,0,2,"Renouf, Mr. Peter Henry",0,0.2962790853314117,0.4327933656785018,-0.4736736092984604,31027,-0.22559322262067316,False,True
478,0,3,"Braund, Mr. Lewis Richard",0,-0.04816080050829252,0.4327933656785018,-0.4736736092984604,3460,-0.5065566745596926,False,True
479,0,3,"Karlsson, Mr. Nils August",0,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,350060,-0.4969926981460655,False,True
480,1,3,"Hirvonen, Miss. Hildur E",1,-1.9081361840426954,-0.47454519624983954,0.7676298785983874,3101298,-0.4010166847337793,False,True
481,0,3,"Goodwin, Master. Harold Victor",0,-1.4259203438671093,4.0621476133918675,2.0089333664952354,CA 2144,0.2958951755118318,False,True
483,0,3,"Rouse, Mr. Richard Henry",0,1.3984867200184652,-0.47454519624983954,-0.4736736092984604,A/5 3594,-0.4863374216869257,False,True
484,1,3,"Turkula, Mrs. (Hedwig)",1,2.294030423201696,-0.47454519624983954,-0.4736736092984604,4134,-0.455380340137554,False,True
488,0,1,"Kent, Mr. Edward Austin",0,1.949590537361992,-0.47454519624983954,-0.4736736092984604,11771,-0.05042144409739929,False,False
489,0,3,"Somerton, Mr. Francis William",0,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,A.5. 18509,-0.4863374216869257,False,True
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",0,-1.4259203438671093,0.4327933656785018,0.7676298785983874,C.A. 37671,-0.32828012727224753,False,True
492,0,3,"Windelov, Mr. Einar",0,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,SOTON/OQ 3101317,-0.5024451714361923,False,True
493,0,1,"Molson, Mr. Harry Markland",0,1.7429266058581694,-0.47454519624983954,-0.4736736092984604,113787,-0.034313694348132716,False,True
495,0,3,"Stanley, Mr. Edward Roland",0,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,A/4 45380,-0.4863374216869257,False,True
500,0,3,"Svensson, Mr. Olof",0,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,350035,-0.49145565916975514,False,True
501,0,3,"Calic, Mr. Petar",0,-0.8748165265235827,-0.47454519624983954,-0.4736736092984604,315086,-0.47400492578514347,False,True
502,0,3,"Canavan, Miss. Mary",1,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,364846,-0.49237782784290063,True,False
504,0,3,"Laitinen, Miss. Kristina Sofia",1,0.5029430168352342,-0.47454519624983954,-0.4736736092984604,4135,-0.455380340137554,False,True
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",1,0.22739110816347086,-0.47454519624983954,2.0089333664952354,26360,-0.12491978668775715,False,True
509,0,3,"Olsen, Mr. Henry Margido",0,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,C 4001,-0.1948878246611338,False,True
510,1,3,"Lang, Mr. Fang",0,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,1601,0.48910360681684706,False,True
511,1,3,"Daly, Mr. Eugene Patrick",0,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,382651,-0.49237782784290063,True,False
513,1,1,"McGough, Mr. James Robert",0,0.43405503966729336,-0.47454519624983954,-0.4736736092984604,PC 17473,-0.11913106412161445,False,True
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,1.6740386286902287,0.4327933656785018,-0.4736736092984604,PC 17603,0.5475787653441219,False,False
515,0,3,"Coleff, Mr. Satio",0,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,349209,-0.4974960653257301,False,True
516,0,1,"Walker, Mr. William Anderson",0,1.1918227885146426,-0.47454519624983954,-0.4736736092984604,36967,0.036576512298389464,False,True
517,1,2,"Lemore, Mrs. (Amelia Milley)",1,0.2962790853314117,-0.47454519624983954,-0.4736736092984604,C.A. 34260,-0.43700743807979686,False,True
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,0.43405503966729336,0.4327933656785018,-0.4736736092984604,226875,-0.12491978668775715,False,True
520,0,3,"Pavlovic, Mr. Stefo",0,0.15850313099553,-0.47454519624983954,-0.4736736092984604,349242,-0.4894421904510968,False,True
522,0,3,"Vovk, Mr. Janko",0,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,349252,-0.4894421904510968,False,True
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,0.9851588570108202,-0.47454519624983954,0.7676298785983874,111361,0.5189714017894245,False,False
526,0,3,"Farrell, Mr. James",0,0.7440509369230272,-0.47454519624983954,-0.4736736092984604,367232,-0.49237782784290063,True,False
527,1,2,"Ridsdale, Miss. Lucy",1,1.3984867200184652,-0.47454519624983954,-0.4736736092984604,W./C. 14258,-0.43700743807979686,False,True
529,0,3,"Salonen, Mr. Johan Werner",0,0.6407189711711159,-0.47454519624983954,-0.4736736092984604,3101296,-0.4888542575852486,False,True
530,0,2,"Hocking, Mr. Richard George",0,-0.4614886635159376,1.340131927606843,0.7676298785983874,29104,-0.41687275089321363,False,True
531,1,2,"Quick, Miss. Phyllis May",1,-1.9081361840426954,0.4327933656785018,0.7676298785983874,26360,-0.12491978668775715,False,True
533,0,3,"Elias, Mr. Joseph Jr",0,-0.8748165265235827,0.4327933656785018,0.7676298785983874,2690,-0.5028639729296732,False,False
535,0,3,"Cacic, Miss. Marija",1,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,315084,-0.47400492578514347,False,True
536,1,2,"Hart, Miss. Eva Miriam",1,-1.5636962982029912,-0.47454519624983954,2.0089333664952354,F.C.C. 13529,-0.11988611489111134,False,True
537,0,1,"Butt, Major. Archibald Willingham",0,1.054046834178761,-0.47454519624983954,-0.4736736092984604,113050,-0.11384570873513637,False,True
540,1,1,"Frolicher, Miss. Hedwig Margaritha",1,-0.5303766406838785,-0.47454519624983954,2.0089333664952354,13568,0.3482453621969482,False,False
542,0,3,"Andersson, Miss. Ingeborg Constanzia",1,-1.4259203438671093,3.1548090514635256,2.0089333664952354,347082,-0.01870931177853076,False,True
543,0,3,"Andersson, Miss. Sigrid Elisabeth",1,-1.2881443895312277,3.1548090514635256,2.0089333664952354,347082,-0.01870931177853076,False,True
544,1,2,"Beane, Mr. Edward",0,0.15850313099553,0.4327933656785018,-0.4736736092984604,2908,-0.12491978668775715,False,True
546,0,1,"Nicholson, Mr. Arthur Ernest",0,2.362918400369637,-0.47454519624983954,-0.4736736092984604,693,-0.12491978668775715,False,True
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",1,-0.7370405721877009,0.4327933656785018,-0.4736736092984604,2908,-0.12491978668775715,False,True
549,0,3,"Goldsmith, Mr. Frank John",0,0.22739110816347086,0.4327933656785018,0.7676298785983874,363291,-0.2351571990343002,False,True
550,1,2,"Davies, Master. John Morgan Jr",0,-1.4948083210350502,0.4327933656785018,0.7676298785983874,C.A. 33112,0.09152810056801232,False,True
552,0,2,"Sharp, Mr. Percival James R",0,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,244358,-0.12491978668775715,False,True
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",0,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,2620,-0.5029485386158568,False,False
555,1,3,"Ohman, Miss. Velin",1,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,347085,-0.4918744606632361,False,True
556,0,1,"Wright, Mr. George",0,2.225142446033755,-0.47454519624983954,-0.4736736092984604,113807,-0.11384570873513637,False,True
